country_iso3,country_name,case_group,airport_name,airport_iata,airport_lat,airport_lon,scenario,model_version,annual_saf_tonnes,plant_availability,process_average_power_mw,process_rated_power_mw,best_candidate_id,best_candidate_kind,best_lat,best_lon,distance_to_airport_km,transport_mode,crosses_water,delivered_cost_usd_per_tonne_saf,delivered_cost_eur_per_tonne_saf,delivered_cost_energy_allocated_usd_per_tonne_saf,annual_renewable_cost_usd,annual_process_cost_usd,annual_transport_cost_usd,annual_water_cost_usd,gross_annual_cost_usd,coproduct_credit_usd_per_tonne_saf,annual_coproduct_credit_usd,renewable_cost_share,process_cost_share,transport_cost_share,water_cost_share,wacc_used,wacc_process_used,h2_storage_geology,h2_storage_capex_usd_per_kwh_used,sizing_mode,scenario_year,mandate_synthetic_share,airport_fuel_kt_2024,carbon_source,dac_fraction,co2_delivered_cost_usd_per_t,co2_mean_haul_km,annual_co2_purchase_usd,operating_strategy,synthesis_oversize,synthesis_load_min,fuel_storage_tonnes,fuel_storage_days,wind_mw,solar_mw,renewable_capacity_mw,renewable_capacity_overbuild_ratio,battery_mwh,seasonal_h2_storage_mwh,annual_generation_mwh,annual_demand_mwh,generation_to_demand_ratio,curtailed_energy_frac,electrolyser_oversize_ratio,effective_annual_cf,adequacy_cf_used_for_sizing,selected_main_resource,solar_share,solar_cf_annual,wind_cf_annual,resource_source,raw_nasa_solar_cf_annual,raw_nasa_wind_cf_annual,candidate_validity_note,resource_rank,distance_rank,renewable_capex_usd,process_capex_usd,transport_capex_component_usd,fixed_logistics_cost_usd,total_annual_cost_usd,gross_annual_cost_eur,total_annual_cost_eur,n_candidates_screened_out,n_candidates_total
CYP,Cyprus,core_eu27_uk_ch,Larnaca International Airport,LCA,34.8751,33.6249,base,v3,75250.0,0.9,345.3916153526641,383.7684615029601,C00002,quartile,34.986166953863105,33.55935387916813,18.521584497143568,road,False,3658.4086440646697,3380.0037462513487,2085.2929271168614,99994980.0061782,172753805.81754875,535483.5044706586,2010981.1376687624,275295250.4658664,0.0,0.0,0.36322813356555345,0.6275219260964633,0.0019451243839640913,0.007304815954019163,0.06,0.06999999999999999,rock,2.05656,mandate,2050,0.35,215.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.5053382876055751,7263.380503196582,35.2310150653389,361.3112956030236,1445.245182412095,1806.5564780151185,5.230458406381764,93.30095233615397,0.0,3751781.8826067783,3025630.550489337,1.24,0.19354838709677405,1.2777777777777777,0.2370729109492691,0.2370729109492691,solar,0.8,0.22121680812033298,0.29935406517465907,heuristic,0.22121680812033298,0.29935406517465907,valid,2.0,1.0,1016649477.7919443,1212615167.6034346,0.0,407253.0,275295250.4658664,254345281.90541396,254345281.90541396,0,3
HUN,Hungary,core_eu27_uk_ch,Budapest Ferenc Liszt International Airport,BUD,47.4369,19.2556,base,v3,129499.99999999999,0.9,594.3948729324917,660.4387477027685,C00003,grid,46.13548326255811,19.371098191341055,195.7203420665456,rail,False,3825.2722123554036,3534.1689969951576,2180.40516104258,230512829.2792791,259140823.63679284,2258340.3470343854,3460758.2369183335,495372751.5000247,0.0,0.0,0.46533207283054934,0.5231228864569066,0.004558870749745453,0.006986169962798531,0.056,0.066,rock,2.05656,mandate,2050,0.35,370.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.7208230204305104,6331.264244166858,17.84487605498767,1353.2811910331895,1654.010344596121,3007.2915356293106,5.059417018172805,159.3515661314159,0.0,5206899.086888627,5206899.086888627,1.0,0.0,1.2777777777777777,0.19765123064734982,0.19765123064734982,solar,0.55,0.12093524068059663,0.2915088345390109,heuristic,0.12093524068059663,0.2915088345390109,valid,1.0,6.0,2341949350.693637,1875900490.701778,0.0,700853.9999999999,495372751.5000247,457674885.1108728,457674885.1108728,0,10
MLT,Malta,core_eu27_uk_ch,Malta International Airport,MLA,35.8575,14.4775,base,v3,56350.0,0.9,258.64209335711126,287.38010373012366,C00002,quartile,35.850272136454414,14.494722441651154,2.3596759988243132,road,False,3859.2183443953695,3565.531828386882,2199.7544563053602,85669022.55570959,129974833.88369392,317199.7641840752,1505897.5030914913,217466953.70667908,0.0,0.0,0.3939404175921853,0.5976762522686774,0.0014586113373892954,0.006924718801747948,0.049,0.059000000000000004,rock,2.05656,mandate,2050,0.35,161.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.5000104156238168,5234.468711108526,33.905609220135084,339.30720838150205,1357.2288335260087,1696.5360419075107,6.559396499954384,69.53677445444059,0.0,3171986.6329316124,2265704.7378082946,1.4,0.28571428571428564,1.2777777777777777,0.21343426944990077,0.21343426944990077,solar,0.8,0.2132171057347997,0.21279095008272256,heuristic,0.2132171057347997,0.21279095008272256,valid,1.0,1.0,950910527.5350827,963111420.9215173,0.0,304966.2,217466953.70667908,200917718.5296008,200917718.5296008,0,4
CZE,Czechia,core_eu27_uk_ch,Vaclav Havel Airport Prague,PRG,50.1008,14.2632,base,v3,140000.0,0.9,642.58905181891,713.9878353543444,C00004,grid,48.949686864438775,15.598077497788754,216.27323828529256,rail,False,3891.2525027027905,3595.128187247108,2218.0139265405905,264309502.14579606,274161919.36503553,2562568.6114311144,3741360.2561279284,544775350.3783907,0.0,0.0,0.48517155183730626,0.5032568363722916,0.004703899707744124,0.006867712082658017,0.055,0.065,rock,2.05656,mandate,2050,0.35,400.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.6999751846542808,7667.023956676203,19.989026744191527,1386.598455688368,2575.1114177069694,3961.709873395337,6.165230892405242,173.65913656368437,0.0,5629080.093933651,5629080.093933651,1.0,0.0,1.2777777777777777,0.1621999268886862,0.1621999268886862,solar,0.65,0.09033141569080143,0.29571098272962804,heuristic,0.09033141569080143,0.29571098272962804,valid,1.0,9.0,2735427464.324243,1998050997.524188,0.0,757680.0,544775350.3783907,503317946.2145952,503317946.2145952,0,14
ROU,Romania,core_eu27_uk_ch,Henri Coanda Bucharest Airport,OTP,44.5711,26.085,base,v3,98000.0,0.9,449.81233627323695,499.79148474804106,C00022,grid,45.26685237919786,28.51021297810407,278.1294657722592,rail,False,4263.414798013809,3938.9689318849582,2430.1464348678705,214984538.5126936,198162195.47473785,2048964.038632216,2618952.17928955,417814650.20535326,0.0,0.0,0.5145452377197163,0.474282544610014,0.004904002379105575,0.0062682152911640405,0.076,0.086,salt,0.97416,mandate,2050,0.35,280.0,dac,1.0,0.0,0.0,0.0,steady_h2_store,1.0,1.0,0.0,0.0,963.4614011788584,1445.1921017682882,2408.6535029471465,5.354796453345864,106.23204272039507,144726.2474231069,4097970.3083836976,3940356.065753556,1.0399999999999998,0.03529947528376669,1.1111,0.19421840009439978,0.19421840009439978,solar,0.6000000000000001,0.13113634160086995,0.2887807895258304,heuristic,0.13113634160086995,0.2887807895258304,valid,4.0,11.0,1906733928.6566796,1262019256.9092264,0.0,530376.0,417814650.20535326,386018955.3247259,386018955.3247259,0,27
BGR,Bulgaria,core_eu27_uk_ch,Sofia Airport,SOF,42.695,23.4062,base,v3,56000.0,0.9,257.035620727564,285.5951341417378,C00005,grid,41.51600755131747,24.93341415295864,245.45495812864678,rail,False,4998.631551841326,4618.235690746201,2849.2199845495556,116981053.51229753,160351953.91559914,1093815.3727663965,1496544.1024511713,279923366.9031142,0.0,0.0,0.41790385278120223,0.5728423307051012,0.003907552930888341,0.005346263582808176,0.09,0.09999999999999999,rock,2.05656,mandate,2050,0.35,160.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.612667650658458,4326.6235670907445,28.20031432121646,475.6428679074765,883.3367546853136,1358.97962259279,5.287125647200446,69.48028348512707,0.0,2431762.600579338,2251632.0375734605,1.0800000000000003,0.07407407407407435,1.2777777777777777,0.20426978136444787,0.20426978136444787,solar,0.65,0.1627818071573305,0.28092075959298146,heuristic,0.1627818071573305,0.28092075959298146,valid,1.0,9.0,940735896.9484634,958359120.127518,0.0,303072.0,279923366.9031142,258621198.68178722,258621198.68178722,0,15
HRV,Croatia,core_eu27_uk_ch,Zagreb Franjo Tudman Airport,ZAG,45.7429,16.0688,base,v3,29049.999999999996,0.9,133.33722825242378,148.1524758360264,C00000,grid,44.042381796697036,15.457364865898514,263.4193668618247,rail,False,5166.124833012848,4772.9827332205705,2944.6911548173234,57588879.52442866,91121330.8142299,589383.8072181302,776332.2531465449,150075926.39902326,0.0,0.0,0.3837316277582776,0.6071682047922575,0.003927237508106871,0.005172929941357988,0.078,0.088,rock,2.05656,mandate,2050,0.35,83.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.15,0.6092413139079167,2276.3549251431714,28.601361365826428,234.12164601098348,546.283840692295,780.4054867032785,5.852870176856196,36.1059206782697,0.0,1261476.849050531,1168034.1194912323,1.08,0.07407407407407395,1.2777777777777777,0.18452485146016176,0.18452485146016176,solar,0.7000000000000001,0.13844696726222508,0.2916056396451024,heuristic,0.13844696726222508,0.2916056396451024,valid,1.0,5.0,505681436.40288585,571266188.4012358,0.0,157218.59999999998,150075926.39902326,138655148.4000576,138655148.4000576,0,5
EST,Estonia,core_eu27_uk_ch,Tallinn Airport,TLL,59.4133,24.8328,base,v3,19600.0,0.9,89.9624672546474,99.95829694960823,C00001,grid,58.05235398648791,25.51239942982837,211.0435529457873,rail,False,5273.155280889147,4871.868164013484,3005.698510106814,42382805.26077978,60092802.84699844,354444.9617911609,523790.43585790996,103353843.50542729,0.0,0.0,0.41007478602916386,0.5814278483396979,0.0034294318408443943,0.00506793379029397,0.072,0.08199999999999999,rock,2.05656,mandate,2050,0.35,56.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.05,0.8441667350475335,549.8613135992384,10.239764258353164,265.17666210448493,113.64714090192213,378.82380300640705,4.210909444425417,22.27091714788949,0.0,851116.910202768,788071.2131507111,1.08,0.07407407407407399,1.1666666666666667,0.256476662405968,0.256476662405968,mixed,0.30000000000000004,0.08,0.33259980302698,heuristic,0.08,0.33259980302698,valid,1.0,4.0,377319079.492007,365524576.113211,0.0,106075.2,103353843.50542729,95488616.01466428,95488616.01466428,0,6
SVK,Slovakia,core_eu27_uk_ch,Bratislava Airport,BTS,48.1702,17.2127,base,v3,9800.0,0.9,44.9812336273237,49.97914847480411,C00001,grid,48.13399222543187,18.861648592707116,165.2267257158476,rail,False,5353.73215786715,4946.31314065346,3051.627329984275,19440933.88715076,32605423.674335256,158322.36768309763,261895.21792895498,52466575.14709807,0.0,0.0,0.3705394116662871,0.6214513446498263,0.003017585333885748,0.00499165835000077,0.055,0.065,rock,2.05656,mandate,2050,0.35,28.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.05,0.8359362680571434,270.57085437415265,10.077383861894461,109.23989372472307,163.85984058708468,273.09973431180777,6.071414949942908,11.072843226196651,0.0,425558.455101384,394035.6065753556,1.08,0.07407407407407392,1.1666666666666667,0.1778827520280352,0.1778827520280352,solar,0.6000000000000001,0.10256848639859405,0.29092743234047985,heuristic,0.10256848639859405,0.29092743234047985,valid,1.0,3.0,200133141.70001358,182762288.0566055,0.0,53037.6,52466575.14709807,48473868.77840391,48473868.77840391,0,8
LVA,Latvia,core_eu27_uk_ch,Riga Airport,RIX,56.9236,23.9711,base,v3,44100.0,0.9,202.41555132295662,224.90616813661848,C00005,quartile,56.45404224855424,22.808287650314533,118.98476494507895,road,False,5378.006411663379,4968.740123735796,3065.463654648126,108877496.5077536,126392622.58867344,721435.1772477106,1178528.4806802974,237170082.754355,0.0,0.0,0.45906926895379824,0.5329197558175265,0.0030418473058211356,0.00496912792285416,0.09,0.09999999999999999,rock,2.05656,mandate,2050,0.35,126.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.05,0.8424520401466922,1261.125959825405,10.437890597194395,603.3765226018567,258.5899382579386,861.9664608597953,4.258400380929807,50.16440094619645,0.0,1915013.047956228,1773160.2295891,1.08,0.07407407407407411,1.1666666666666667,0.25361635905268864,0.25361635905268864,mixed,0.30000000000000004,0.07999999999999999,0.3285152476966939,heuristic,0.07999999999999999,0.3285152476966939,valid,1.0,2.0,858455256.069846,748625790.9156826,0.0,238669.19999999998,237170082.754355,219121439.4567486,219121439.4567486,0,8
LTU,Lithuania,core_eu27_uk_ch,Vilnius Airport,VNO,54.6341,25.2858,base,v3,28000.0,0.9,128.517810363782,142.7975670708689,C00003,grid,56.18660762611936,23.556633444675306,275.71108200043386,rail,False,5641.025844973413,5211.743778170937,3215.384731634845,68199555.41506115,88418328.23557533,582567.9573934714,748272.0512255856,157948723.65925553,0.0,0.0,0.4317828839325651,0.5597913435902219,0.003688335960537746,0.004737436516675126,0.088,0.09799999999999999,rock,2.05656,mandate,2050,0.35,80.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.05,0.8420172991375675,804.1692422606898,10.482920479469707,382.93127794817286,164.11340483493126,547.0446827831041,4.256567095522727,31.85804818083017,0.0,1215881.3002896688,1125816.0187867302,1.08,0.0740740740740741,1.1666666666666667,0.2537255905436094,0.2537255905436094,mixed,0.30000000000000004,0.08000000000000002,0.32867296637331345,heuristic,0.08000000000000002,0.32867296637331345,valid,1.0,8.0,544821543.2651843,522177965.87601566,0.0,151536.0,157948723.65925553,145928825.7887862,145928825.7887862,0,10
SVN,Slovenia,core_eu27_uk_ch,Ljubljana Airport,LJU,46.2237,14.4576,base,v3,7000.0,0.9,32.1294525909455,35.69939176771722,C00001,grid,45.8601684244332,15.620813311552249,132.92168314772238,road,False,6394.365454752878,5907.7542436461845,3644.78830920914,15969324.16742064,28480676.717288844,123489.28575426135,187068.0128063964,44760558.18327014,0.0,0.0,0.3567722301861148,0.6362895788894313,0.0027588861883410813,0.004179304736112866,0.078,0.088,rock,2.05656,mandate,2050,0.35,20.0,dac,1.0,0.0,0.0,0.0,flex_fuel_store,1.05,0.8422595633633572,182.62827716617505,9.522760166521985,80.18114811393502,97.99918102814283,178.18032914207785,5.5457007441294355,7.894571157630444,0.0,303970.3250724172,281454.00469668256,1.08,0.07407407407407397,1.1666666666666667,0.19474545234761648,0.19474545234761648,solar,0.55,0.11929724056672049,0.2870481800107932,heuristic,0.11929724056672049,0.2870481800107932,valid,1.0,2.0,138410720.1014089,130544491.46900392,0.0,37884.0,44760558.18327014,41354279.70552329,41354279.70552329,0,3
